Theme,Tier,Bull_Pct,Bear_Pct,Trend,Fiedler,Fiedler_Change,Stocks,Status
스테이블코인,2,60.0,30.0,-0.0010000000000000785,3.171960130335249,1.970033595873954,20,WATCHLIST
강관업체(Steel pipe),2,60.0,40.0,-0.05800000000000007,0.8022782947334937,0.2952160999518075,10,WATCHLIST
백화점,2,57.142857142857146,14.285714285714286,0.14285714285714285,0.5474909105959982,0.0801280734558664,7,WATCHLIST
생명보험,2,57.142857142857146,14.285714285714286,0.11714285714285713,2.006536987169834,1.3514677972962943,7,WATCHLIST
시멘트/레미콘,2,57.142857142857146,28.571428571428573,0.028571428571428508,0.7539323361302883,0.3225508727938824,14,WATCHLIST
퓨리오사AI,2,55.55555555555556,33.333333333333336,-0.06000000000000005,1.504649811714616,0.6981309044989221,9,WATCHLIST
희귀금속(희토류 등),2,52.94117647058823,29.41176470588235,-0.016470588235294185,1.4016789310145756,0.6935461118898711,17,WATCHLIST
유리 기판,2,52.63157894736842,31.57894736842105,0.06421052631578945,4.186720253719505,2.4427851077260865,19,WATCHLIST
고체산화물 연료전지(SOFC),2,50.0,25.0,0.09166666666666663,1.042149609622906,0.1409630154003427,12,WATCHLIST
냉각시스템(액침냉각 등),2,50.0,16.666666666666668,0.0883333333333333,1.9474888616359003,0.754402736382646,12,WATCHLIST
원자력발전,2,50.0,23.214285714285715,0.04892857142857138,3.523654871820188,0.9564168572082372,56,WATCHLIST
지역화폐,2,50.0,25.0,-0.010000000000000071,2.779282594305967,1.7357308598421493,4,WATCHLIST
제대혈,2,50.0,33.333333333333336,-0.09333333333333338,0.7355470987973516,0.28719427851465,6,WATCHLIST
니켈,2,50.0,37.5,-0.12125000000000005,0.5908337400719444,0.0759096606573571,16,WATCHLIST
RFID(NFC 등),2,50.0,50.0,-0.18875000000000003,0.6955485315902481,0.1226596121193533,16,WATCHLIST
원격진료/비대면진료(U-Healthcare),2,47.61904761904762,38.095238095238095,-0.17047619047619053,1.0253524837305152,0.4359269204681684,21,WATCHLIST
초전도체,2,47.05882352941177,35.294117647058826,0.04470588235294114,0.9853964896856328,0.2057848069936647,17,WATCHLIST
2차전지(소재/부품),2,46.835443037974684,37.9746835443038,-0.048607594936708895,3.5043014183922643,1.290620788276216,79,WATCHLIST
원자력발전소 해체,2,46.666666666666664,33.333333333333336,0.007999999999999959,2.2268802289119938,1.164937880498378,15,WATCHLIST
5G(5세대 이동통신),2,46.42857142857143,35.714285714285715,-0.08642857142857145,2.948144376313546,0.3459994355402127,56,WATCHLIST
통신장비,2,45.45454545454545,40.90909090909091,-0.14363636363636367,2.075841831651281,0.296611427963328,44,WATCHLIST
전력저장장치(ESS),2,44.89795918367347,30.612244897959183,-0.04653061224489802,2.733541565175703,0.4408904984602513,49,WATCHLIST
2차전지,2,44.680851063829785,36.87943262411348,-0.05205673758865252,6.0860040443955095,1.421333262869826,141,WATCHLIST
아이폰,2,44.0,44.0,-0.11120000000000008,1.5290159262568497,0.063349294593427,25,WATCHLIST
블록체인,2,44.0,44.0,-0.17840000000000003,1.4659291384375062,0.3287324385468972,25,WATCHLIST
모바일솔루션(스마트폰),2,43.47826086956522,43.47826086956522,-0.19130434782608702,1.0636525270541175,0.1817440257092668,23,WATCHLIST
UAM(도심항공모빌리티),2,43.333333333333336,13.333333333333334,0.07933333333333328,2.1343802828757488,0.7854990632496985,30,WATCHLIST
4차산업 수혜주,2,43.18181818181818,34.09090909090909,-0.045454545454545484,2.638752415865927,0.7305526656841907,44,WATCHLIST
셰일가스(Shale Gas),2,42.857142857142854,35.714285714285715,-0.05142857142857147,0.7613000734185758,0.0065692338833718,14,WATCHLIST
토스(toss),2,42.857142857142854,28.571428571428573,-0.05428571428571429,0.9554992060585984,0.1358240018602537,7,WATCHLIST
스마트폰,2,42.64705882352941,39.705882352941174,-0.13647058823529415,3.678046419832115,0.6394306808015373,68,WATCHLIST
OLED(유기 발광 다이오드),2,42.16867469879518,38.55421686746988,-0.11493975903614462,4.079930583259904,1.417756484249395,83,WATCHLIST
2차전지(전고체),2,41.935483870967744,41.935483870967744,-0.1141935483870968,2.855861055762301,0.9071548938285954,31,WATCHLIST
스마트홈(홈네트워크),2,40.74074074074074,37.03703703703704,-0.05629629629629633,1.3823934355971843,0.1091117282045719,27,WATCHLIST
요소수,2,40.0,40.0,0.052000000000000005,0.7982564053445204,0.4419686243858403,5,WATCHLIST
